Scheme Name,Plan,Category Name,Crisil Rank,AuM (Cr),1W,1M,3M,6M,YTD,1Y,2Y,3Y,5Y,10Y
Invesco India Equity & Bond Fund - Growth,Regular,Aggressive Hybrid Fund,3,412.06,0%,5%,11%,15%,0%,23%,11%,14%,12%,
PGIM India Hybrid Equity Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,1,215.2,0%,4%,8%,9%,-1%,18%,8%,13%,13%,12%
PGIM India Hybrid Equity Fund - Growth,Regular,Aggressive Hybrid Fund,1,215.2,0%,3%,8%,8%,-1%,16%,6%,11%,11%,11%
HSBC Aggressive Hybrid Fund - Direct - Growth,Direct Plan,Aggressive Hybrid Fund,2,4973.42,0%,4%,7%,13%,-1%,24%,10%,15%,13%,15%
HSBC Aggressive Hybrid Fund - Growth,Regular,Aggressive Hybrid Fund,2,4973.42,0%,4%,7%,12%,-1%,23%,9%,13%,12%,14%
NJ Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,2,364.11,0%,1%,2%,4%,0%,8%,,,,
NJ Arbitrage Fund - Regular Plan - Growth,Regular,Arbitrage Fund,2,364.11,0%,1%,2%,4%,0%,7%,,,,
UTI Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,3,3955.13,0%,1%,2%,4%,0%,8%,6%,6%,6%,6%
Kotak Equity Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,3,31452.45,0%,1%,2%,4%,0%,8%,7%,6%,6%,7%
UTI Arbitrage Fund - Growth,Regular,Arbitrage Fund,3,3955.13,0%,1%,2%,4%,0%,7%,6%,5%,5%,6%
Kotak Equity Arbitrage Fund - Growth,Regular,Arbitrage Fund,4,31452.45,0%,1%,2%,4%,0%,8%,6%,5%,5%,6%
DSP Arbitrage fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,3,2719.76,0%,1%,2%,4%,0%,8%,6%,6%,6%,
ICICI Prudential Equity - Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,4,16006.04,0%,1%,2%,4%,0%,8%,6%,6%,6%,7%
SBI Arbitrage Opportunities Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,4,23774.93,0%,1%,2%,4%,0%,8%,7%,6%,6%,6%
Bandhan Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,3,4146.99,0%,1%,2%,4%,0%,8%,6%,6%,6%,7%
Aditya Birla Sun Life Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,3,6377.22,0%,1%,2%,4%,0%,8%,6%,6%,6%,7%
Axis Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,,3522.71,0%,1%,2%,4%,0%,8%,6%,6%,6%,
Nippon India Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,4,11945.48,0%,1%,2%,4%,0%,8%,6%,6%,6%,7%
Invesco India Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,5,10231.76,0%,1%,2%,4%,0%,8%,7%,6%,6%,7%
HSBC Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,2,1893.85,0%,1%,2%,4%,0%,8%,6%,6%,6%,
HDFC Arbitrage Fund - Wholesale - Direct Plan - Growth,Direct Plan,Arbitrage Fund,,8018.33,0%,1%,2%,4%,0%,8%,6%,6%,5%,
ICICI Prudential Equity - Arbitrage Fund - Growth,Regular,Arbitrage Fund,4,16006.04,0%,1%,2%,4%,0%,7%,6%,5%,5%,6%
HDFC Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,3,8018.33,0%,1%,2%,4%,0%,8%,6%,6%,6%,6%
DSP Arbitrage fund - Growth,Regular,Arbitrage Fund,3,2719.76,0%,1%,2%,4%,0%,7%,6%,5%,5%,
SBI Arbitrage Opportunities Fund - Regular Plan - Growth,Regular,Arbitrage Fund,5,23774.93,0%,1%,2%,4%,0%,8%,6%,5%,5%,6%
Edelweiss Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,4,7670.59,0%,1%,2%,4%,0%,8%,7%,6%,6%,
Bandhan Arbitrage Fund - Regular Plan - Growth,Regular,Arbitrage Fund,3,4146.99,0%,1%,2%,4%,0%,7%,6%,5%,5%,6%
Aditya Birla Sun Life Arbitrage Fund - Regular Plan - Growth,Regular,Arbitrage Fund,3,6377.22,0%,1%,2%,4%,0%,7%,6%,5%,5%,6%
Nippon India Arbitrage Fund - Growth,Regular,Arbitrage Fund,3,11945.48,0%,1%,2%,4%,0%,7%,6%,5%,5%,6%
Axis Arbitrage Fund - Growth,Regular,Arbitrage Fund,,3522.71,0%,1%,2%,4%,0%,7%,6%,5%,5%,
Baroda BNP Paribas Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,3,457.15,0%,1%,2%,4%,0%,8%,6%,6%,6%,
HDFC Arbitrage Fund - Wholesale - Growth,Regular,Arbitrage Fund,4,8018.33,0%,1%,2%,4%,0%,7%,6%,5%,5%,6%
Invesco India Arbitrage Fund - Growth,Regular,Arbitrage Fund,5,10231.76,0%,1%,2%,4%,0%,7%,6%,5%,5%,6%
Tata Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,5,7979.86,0%,1%,2%,4%,0%,8%,6%,6%,6%,
HSBC Arbitrage Fund - Growth,Regular,Arbitrage Fund,2,1893.85,0%,1%,2%,4%,0%,7%,6%,5%,5%,
Mirae Asset Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,3,676.35,0%,1%,2%,4%,0%,8%,6%,6%,,
Edelweiss Arbitrage Fund - Growth,Regular,Arbitrage Fund,4,7670.59,0%,1%,2%,4%,0%,7%,6%,5%,5%,
Baroda BNP Paribas Arbitrage Fund - Growth,Regular,Arbitrage Fund,3,457.15,0%,1%,2%,4%,0%,7%,6%,5%,5%,
Mirae Asset Arbitrage Fund - Growth,Regular,Arbitrage Fund,2,676.35,0%,1%,2%,4%,0%,7%,6%,5%,,
Tata Arbitrage Fund - Growth,Regular,Arbitrage Fund,3,7979.86,0%,1%,2%,4%,0%,7%,6%,5%,5%,
Bajaj Finserv Arbitrage Fund - Direct Plan - Growth,Direct Plan,Arbitrage Fund,,401.59,0%,1%,2%,,0%,,,,,
Bajaj Finserv Arbitrage Fund - Regular Plan - Growth,Regular,Arbitrage Fund,,401.59,0%,1%,2%,,0%,,,,,
ICICI Prudential Child Care Fund - Direct Plan - Gift Plan,Direct Plan,Childrens Fund,,1062.94,2%,7%,14%,22%,0%,30%,16%,19%,15%,16%
ICICI Prudential Child Care Fund - Gift Plan,Regular,Childrens Fund,,1062.94,2%,7%,14%,21%,0%,29%,15%,18%,14%,15%
Tata Young Citizens Fund - Direct Plan - Growth,Direct Plan,Childrens Fund,,307.83,2%,6%,11%,17%,0%,27%,14%,20%,18%,14%
UTI CCF- Investment Plan - Direct Plan - Growth,Direct Plan,Childrens Fund,,895.63,1%,5%,11%,16%,0%,24%,10%,17%,16%,16%
UTI CCF- Investment Plan - Direct Plan - Growth,Direct Plan,Childrens Fund,,644.4,1%,5%,11%,16%,0%,24%,10%,17%,16%,16%
UTI CCF- Investment Plan - Growth,Regular,Childrens Fund,,895.63,1%,5%,10%,15%,0%,23%,9%,16%,15%,15%
UTI CCF- Investment Plan - Growth,Regular,Childrens Fund,,644.4,1%,5%,10%,15%,0%,23%,9%,16%,15%,15%
SBI Magnum Childrens Benefit Fund - Investment Plan - Direct Plan - Growth,Direct Plan,Childrens Fund,,1387.4,1%,4%,7%,15%,0%,31%,18%,36%,,
SBI Magnum Childrens Benefit Fund - Investment Plan - Regular Plan - Growth,Regular,Childrens Fund,,1387.4,1%,4%,7%,14%,0%,29%,16%,34%,,
Axis Childrens Gift Fund - No Lock-in - Direct Plan - Growth,Direct Plan,Childrens Fund,,765.34,1%,4%,6%,8%,0%,15%,4%,11%,13%,
Axis Childrens Gift Fund - Compulsory Lock-in - Direct Plan - Growth,Direct Plan,Childrens Fund,,765.34,1%,4%,6%,8%,0%,14%,4%,11%,13%,
Aditya Birla Sun Life Bal Bhavishya Yojna - Direct Plan - Growth,Direct Plan,Childrens Fund,,860.51,1%,4%,8%,15%,0%,24%,12%,13%,,
Axis Childrens Gift Fund - Compulsory Lock-in - Regular Plan - Growth,Regular,Childrens Fund,,765.34,1%,4%,6%,8%,0%,13%,2%,10%,12%,
Axis Childrens Gift Fund - No Lock-in - Regular Plan - Growth,Regular,Childrens Fund,,765.34,1%,4%,6%,8%,0%,13%,2%,10%,12%,
Aditya Birla Sun Life Bal Bhavishya Yojna - Regular Plan - Growth,Regular,Childrens Fund,,860.51,1%,4%,7%,14%,0%,22%,11%,11%,,
UTI CCF- Savings Plan - Direct Plan,Direct Plan,Childrens Fund,,4272.92,1%,3%,5%,8%,0%,13%,8%,10%,9%,11%
UTI CCF- Savings Plan - Direct Plan,Direct Plan,Childrens Fund,,4124.87,1%,3%,5%,8%,0%,13%,8%,10%,9%,11%
UTI CCF- Savings Plan,Regular,Childrens Fund,,4124.87,1%,3%,5%,8%,0%,13%,8%,10%,9%,11%
